,Title,Handle,Vendor,created,product_type,published_at,created_at,updated_at,price,sku,Tags,available,Image Src,Image Position,Body (HTML)
94,Oplight,oplight,n/a,2022-03-24T16:20:08+00:00,Lighting,2022-03-25T13:21:36+00:00,2022-03-24T16:20:08+00:00,2024-12-14T08:22:47+00:00,255.00,F4681033,"Flos, home, house, Light, lighting, living, livingroom, soft",True,https://cdn.shopify.com/s/files/1/0276/3427/products/F4681009family.jpg?v=1648214456,1,"<p>A wall-mounted uplight. It measures 222 x 193 x 95 mm.</p>
<p>A large model is available from Flos stockists. Both sizes also come in black.</p>
<p>Please note that it requires an electrician for installation.</p>
<p>Designed by Jasper Morrison for Flos.</p>
<p>Shipping is within the UK only.</p>
<p> </p>
<p> </p>"
95,Condiment Tray,condiment-tray,n/a,2022-02-11T13:14:44+00:00,Tableware,2022-03-25T11:18:15+00:00,2022-02-11T13:14:44+00:00,2024-12-14T08:22:47+00:00,24.00,Lobo,"condiments, container, home, house, kitchen, living, metal, orange, red, sauces, spots, stationery, tray, trays",True,https://cdn.shopify.com/s/files/1/0276/3427/products/Lobo.jpg?v=1648207088,1,"<p>A metal tray made of powder-coated aluminium. It measures 197 x 127 x 57 mm.</p>
<p>Designed by Michael Marriott.</p>"
96,Serving Boards,lloyds-serving-boards,Jasper Morrison Shop,2022-02-03T15:32:56+00:00,Kitchen,2022-02-04T13:52:06+00:00,2022-02-03T15:32:56+00:00,2024-12-14T08:22:47+00:00,55.00,Lloydboard_small,"america, american, board, bread, butter, cheese, chopping, cooking, wooden",True,https://cdn.shopify.com/s/files/1/0276/3427/products/Lloydboard_large_family.jpg?v=1643982760,1,<p>Cutting and serving boards made of oak and treated with lye.</p>
97,Serving Boards,lloyds-serving-boards,Jasper Morrison Shop,2022-02-03T15:32:56+00:00,Kitchen,2022-02-04T13:52:06+00:00,2022-02-03T15:32:56+00:00,2024-12-14T08:22:47+00:00,120.00,Lloydboard_large,"america, american, board, bread, butter, cheese, chopping, cooking, wooden",True,https://cdn.shopify.com/s/files/1/0276/3427/products/Lloydboard_large_family.jpg?v=1643982760,1,<p>Cutting and serving boards made of oak and treated with lye.</p>
98,Cork Trivet,cork-trivet,Jasper Morrison Shop,2021-11-19T17:53:01+00:00,Tableware,2021-12-15T13:22:21+00:00,2021-11-19T17:53:01+00:00,2024-12-14T08:22:47+00:00,24.00,CT1,"cork, corks, kettle, pan, Portugal, Portugese, Portuguese, pots, round, trivet",True,https://cdn.shopify.com/s/files/1/0276/3427/products/CT2family.jpg?v=1637594635,1,"<p>Made in Portugal from natural cork.</p>
<p>Designed by Hugo Passos for Crane Cookware.</p>"
99,Cork Trivet,cork-trivet,Jasper Morrison Shop,2021-11-19T17:53:01+00:00,Tableware,2021-12-15T13:22:21+00:00,2021-11-19T17:53:01+00:00,2024-12-14T08:22:47+00:00,30.00,CT2,"cork, corks, kettle, pan, Portugal, Portugese, Portuguese, pots, round, trivet",True,https://cdn.shopify.com/s/files/1/0276/3427/products/CT2family.jpg?v=1637594635,1,"<p>Made in Portugal from natural cork.</p>
<p>Designed by Hugo Passos for Crane Cookware.</p>"
100,Bouroullec Spoon,bouroullec-spoon,Jasper Morrison Shop,2021-09-17T13:20:37+01:00,Kitchen,2021-11-04T11:51:55+00:00,2021-09-17T13:20:37+01:00,2024-12-14T08:22:47+00:00,20.00,Bouroullec-small,"bouroullec, bouroullecs, kitchen, spoon, wooden",False,https://cdn.shopify.com/s/files/1/0276/3427/products/Bouroullec-family.jpg?v=1635518899,1,"<p>Wooden spoons hand-carved by Gabriel Bouroullec.</p>
<p>The photographs here are representative only as each spoon is different. The small size measures up to 18 cm, the medium between 18 and 28.5 cm, and the large between 28.5 and 40 cm. </p><p>Proceeds from the sales go to the Emmaus charity in France.</p>"
101,Bouroullec Spoon,bouroullec-spoon,Jasper Morrison Shop,2021-09-17T13:20:37+01:00,Kitchen,2021-11-04T11:51:55+00:00,2021-09-17T13:20:37+01:00,2024-12-14T08:22:47+00:00,30.00,Bouroullec-medium,"bouroullec, bouroullecs, kitchen, spoon, wooden",False,https://cdn.shopify.com/s/files/1/0276/3427/products/Bouroullec-family.jpg?v=1635518899,1,"<p>Wooden spoons hand-carved by Gabriel Bouroullec.</p>
<p>The photographs here are representative only as each spoon is different. The small size measures up to 18 cm, the medium between 18 and 28.5 cm, and the large between 28.5 and 40 cm. </p><p>Proceeds from the sales go to the Emmaus charity in France.</p>"
102,Bouroullec Spoon,bouroullec-spoon,Jasper Morrison Shop,2021-09-17T13:20:37+01:00,Kitchen,2021-11-04T11:51:55+00:00,2021-09-17T13:20:37+01:00,2024-12-14T08:22:47+00:00,40.00,Bouroullec-large,"bouroullec, bouroullecs, kitchen, spoon, wooden",True,https://cdn.shopify.com/s/files/1/0276/3427/products/Bouroullec-family.jpg?v=1635518899,1,"<p>Wooden spoons hand-carved by Gabriel Bouroullec.</p>
<p>The photographs here are representative only as each spoon is different. The small size measures up to 18 cm, the medium between 18 and 28.5 cm, and the large between 28.5 and 40 cm. </p><p>Proceeds from the sales go to the Emmaus charity in France.</p>"
103,Watering Can,watering-can,Jasper Morrison Shop,2021-10-21T13:23:17+01:00,Hardware,2021-11-04T11:29:29+00:00,2021-10-21T13:23:17+01:00,2024-12-14T08:22:47+00:00,260.00,Negishi1,"brass, bronze, gardening, gold, house, kitchen, plant, plants, shiny, vessel, wash, water, work",True,https://cdn.shopify.com/s/files/1/0276/3427/products/Negishi1.jpg?v=1635518156,1,"<p>Handmade of brass in Japan. It has a capacity of 1.5 litres.</p>
<p>Designed by Jasper Morrison for Negishi Industry.</p>"
104,Disegno Magazine,disegno,Jasper Morrison Shop,2017-07-03T15:40:21+01:00,Books,2021-09-23T12:26:03+01:00,2017-07-03T15:40:21+01:00,2024-12-14T08:22:47+00:00,8.00,ISBN 9772048777022,"design, magazine, magazines, publication, publications, things",False,https://cdn.shopify.com/s/files/1/0276/3427/products/ISBN-9772048777046.jpg?v=1632396390,1,<p>A quarterly journal of design.</p>
105,Disegno Magazine,disegno,Jasper Morrison Shop,2017-07-03T15:40:21+01:00,Books,2021-09-23T12:26:03+01:00,2017-07-03T15:40:21+01:00,2024-12-14T08:22:47+00:00,15.00,ISBN 9772048777046,"design, magazine, magazines, publication, publications, things",True,https://cdn.shopify.com/s/files/1/0276/3427/products/ISBN-9772048777046.jpg?v=1632396390,1,<p>A quarterly journal of design.</p>
106,Wooden Trivet,wooden-trivet,n/a,2013-10-08T19:23:26+01:00,Tableware,2021-08-16T13:03:53+01:00,2013-10-08T19:23:26+01:00,2024-12-14T08:22:47+00:00,60.00,JM-005,"cooking, home, house, kitchen, living, made of wood, wood, wooden",True,https://cdn.shopify.com/s/files/1/0276/3427/products/JMJ-175.jpg?v=1571438915,1,"<p>A trivet to accompany the Oigen Casserole.</p>
<p>Designed by Jasper Morrison for Oigen.<br></p>"
107,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,59.00,Aion 4014519688648,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",True,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
108,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,53.00,Aion 4014519688747,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",True,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
109,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,43.00,Aion 4014519688716,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",True,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
110,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,59.00,Aion 4014519688686,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",False,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
111,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,53.00,Aion 4014519688754,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",False,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
112,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,43.00,Aion 4014519688730,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",True,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
113,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,2.00,1602075,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",False,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
114,Aion Pen,aion,n/a,2017-08-25T14:29:21+01:00,Stationery,2021-04-23T11:11:52+01:00,2017-08-25T14:29:21+01:00,2024-12-14T08:22:47+00:00,2.00,1602077,"black, brushed, grey, lamy, pen, pens, shiny, silver, stationery, Writing",True,https://cdn.shopify.com/s/files/1/0276/3427/products/4014519688648-family.jpg?v=1571438944,1,"<p>A full aluminium pen. It is available in a choice of two colours and three nibs.</p>
<p>Designed by Jasper Morrison for Lamy.</p>"
115,Kitchen Tools,spatula-set,n/a,2013-10-08T18:40:22+01:00,Kitchen,2020-12-16T11:30:00+00:00,2013-10-08T18:40:22+01:00,2024-12-14T08:22:47+00:00,17.50,AJM27set,"Alessi, brown, cooking, food, home, house, kitchen, living, made of wood, spatula, spatulas, tool, wood, wooden, wooden spoon, wooden spoons",True,https://cdn.shopify.com/s/files/1/0276/3427/products/ajm27set.jpg?v=1571438912,1,"<p>A set of three wooden kitchen tools.</p>
<p>Designed by Jasper Morrison for Alessi.</p>"
116,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,38.00,AC454 A,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",True,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
117,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,58.00,AC450-A,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",True,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
118,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,38.00,AC454-B,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",True,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
119,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,58.00,AC450-B,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",True,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
120,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,38.00,AC454-C,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",False,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
121,Trash,trash,Jasper Morrison Shop,2014-02-27T16:56:32+00:00,Hardware,2020-12-02T15:36:25+00:00,2014-02-27T16:56:32+00:00,2024-12-14T08:22:47+00:00,58.00,AC450-C,"bin, blue, container, home, house, living, magis, orange, paper, plastic, rubbish, sky, waste, wastepaper, white",False,https://cdn.shopify.com/s/files/1/0276/3427/products/AC450-B-Family.jpg?v=1571438916,1,<p>Designed by Jasper Morrison for Magis.</p>
122,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,85.00,1026934,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",False,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
123,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,20.00,1026933,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
124,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,25.00,1026932,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
125,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,26.00,1026943,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
126,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,25.00,1026938,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
127,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,20.00,1026937,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
128,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,20.00,1026936,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
129,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,20.00,1026935,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
130,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,24.00,1026939,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
131,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,75.00,1026941,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
132,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,60.00,1026940,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
133,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,65.00,1026942,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
134,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,60.00,1027393,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
135,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,71.00,1026944,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
136,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,105.00,1027309,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
137,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,23.00,1026949,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",False,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
138,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,23.00,1026951,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
139,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,23.00,1026950,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
140,Raami Tableware,iittala-raami,Jasper Morrison Shop,2018-11-26T12:50:16+00:00,Tableware,2020-11-20T16:59:27+00:00,2018-11-26T12:50:16+00:00,2024-12-14T08:22:47+00:00,23.00,1051124,"board, candle, candles, ceramic, ceramics, chopping, cup, drink, drinking, glass, glasses, iitala, iittala, itala, ittala, plate, plates, range, serving, taami, table, tea, water, wine, wood",True,https://cdn.shopify.com/s/files/1/0276/3427/products/1026934-family.jpg?v=1584110461,1,"<p>A range of tableware, serving and glassware. The crockery and the glassware are dishwasher-safe.</p>
<p>Designed by Jasper Morrison for Iittala.</p>
<p>Please select from the list below to see each item in the set. Certain items come in a set of two, as noted. If you would like large quantities, please send us an email.</p>"
